tag,alg,N,mode,frequency_mhz,period_ns,lat_addsub,lat_mul,lat_fma,lat_rec,addsub_count,mul_count,mads_count,impl_strategies,impl_run_names,max_bram,schedule_time,memory_variables,num_memories,num_processing_elements,ilp_objective_mux,synth_rc,impl_wns_ns,power_w,power_dynamic_w,power_static_w,impl_slice_luts,impl_slice_luts_util_pct,impl_slice_registers,impl_slice_registers_util_pct,impl_dsps,impl_dsps_util_pct,impl_bram_tiles,impl_bram_tiles_util_pct,status,error,run_dir
addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2,addsub,8,eqs,200,5.0,5,4,9,13,2,2,,default,impl_1,0,317,318,7,8,78.0,0,-0.081,0.274,0.182,0.092,2545,17.67,1629,5.66,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2
addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2,addsub,8,eqs,200,5.0,5,4,9,13,2,2,,Performance_Explore,impl_2,0,317,318,7,8,78.0,0,-0.008,0.274,0.182,0.092,2546,17.68,1629,5.66,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2
addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2,addsub,8,eqs,200,5.0,5,4,9,13,2,2,,Performance_ExplorePostRoutePhysOpt,impl_3,0,317,318,7,8,78.0,0,0.028,0.274,0.182,0.092,2548,17.69,1629,5.66,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2
addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2,addsub,8,eqs,200,5.0,5,4,9,13,2,2,,Performance_ExploreWithRemap,impl_4,0,317,318,7,8,78.0,0,0.008,0.274,0.182,0.092,2538,17.63,1629,5.66,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2
addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2,addsub,8,eqs,200,5.0,5,4,9,13,2,2,,Performance_Retiming,impl_5,0,317,318,7,8,78.0,0,-0.001,0.274,0.182,0.092,2546,17.68,1629,5.66,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2
addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2,addsub,8,eqs,200,5.0,5,4,9,13,2,2,,Performance_ExtraTimingOpt,impl_6,0,317,318,7,8,78.0,0,0.075,0.274,0.182,0.092,2550,17.71,1629,5.66,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_eqs_f200MHz_latA5_latM4_latF9_latR13_addsub2_mul2
addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2,addsub,8,mult,200,5.0,5,4,9,13,1,2,,default,impl_1,0,256,581,6,7,66.0,0,-0.029,0.236,0.145,0.091,1793,12.45,1265,4.39,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2
addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2,addsub,8,mult,200,5.0,5,4,9,13,1,2,,Performance_Explore,impl_2,0,256,581,6,7,66.0,0,0.053,0.236,0.145,0.091,1802,12.51,1265,4.39,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2
addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2,addsub,8,mult,200,5.0,5,4,9,13,1,2,,Performance_ExplorePostRoutePhysOpt,impl_3,0,256,581,6,7,66.0,0,0.053,0.236,0.145,0.091,1802,12.51,1265,4.39,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2
addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2,addsub,8,mult,200,5.0,5,4,9,13,1,2,,Performance_ExploreWithRemap,impl_4,0,256,581,6,7,66.0,0,0.066,0.236,0.145,0.091,1794,12.46,1257,4.36,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2
addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2,addsub,8,mult,200,5.0,5,4,9,13,1,2,,Performance_Retiming,impl_5,0,256,581,6,7,66.0,0,-0.005,0.236,0.145,0.091,1797,12.48,1273,4.42,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2
addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2,addsub,8,mult,200,5.0,5,4,9,13,1,2,,Performance_ExtraTimingOpt,impl_6,0,256,581,6,7,66.0,0,-0.13,0.236,0.145,0.091,1796,12.47,1257,4.36,14,21.21,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f200MHz_latA5_latM4_latF9_latR13_addsub1_mul2
addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1,addsub,8,mult,300,3.333,9,6,16,19,1,1,,default,impl_1,0,408,370,4,6,34.0,0,0.001,0.275,0.183,0.092,1408,9.78,1454,5.05,11,16.67,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1
addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1,addsub,8,mult,300,3.333,9,6,16,19,1,1,,Performance_Explore,impl_2,0,408,370,4,6,34.0,0,0.082,0.275,0.183,0.092,1408,9.78,1454,5.05,11,16.67,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1
addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1,addsub,8,mult,300,3.333,9,6,16,19,1,1,,Performance_ExplorePostRoutePhysOpt,impl_3,0,408,370,4,6,34.0,0,0.082,0.275,0.183,0.092,1408,9.78,1454,5.05,11,16.67,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1
addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1,addsub,8,mult,300,3.333,9,6,16,19,1,1,,Performance_ExploreWithRemap,impl_4,0,408,370,4,6,34.0,0,0.035,0.275,0.183,0.092,1407,9.77,1446,5.02,11,16.67,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1
addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1,addsub,8,mult,300,3.333,9,6,16,19,1,1,,Performance_Retiming,impl_5,0,408,370,4,6,34.0,0,0.086,0.275,0.183,0.092,1407,9.77,1454,5.05,11,16.67,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1
addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1,addsub,8,mult,300,3.333,9,6,16,19,1,1,,Performance_ExtraTimingOpt,impl_6,0,408,370,4,6,34.0,0,0.097,0.275,0.183,0.092,1412,9.81,1454,5.05,11,16.67,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/addsub_N8_mult_f300MHz_latA9_latM6_latF16_latR19_addsub1_mul1
fma_N8_mult_f200MHz_latA5_latM4_latF9_latR13_mads2,fma,8,mult,200,5.0,5,4,9,13,,,2,default,impl_1,0,287,397,7,6,62.0,0,0.069,0.287,0.196,0.092,2540,17.64,2149,7.46,12,18.18,0,0.0,OK,,/local/data1/ollha42/ldlt-matrix-inverse-implementation/python/ldlt_sweep/runs/20260605_160909/fma_N8_mult_f200MHz_latA5_latM4_latF9_latR13_mads2
